annotation_id,annotator,created_at,id,label,lead_time,text,updated_at
98,1,2026-02-23T10:34:12.454043Z,98,"[{""start"":8,""end"":12,""text"":""màn "",""labels"":[""PROUCT_TYPE""]},{""start"":12,""end"":24,""text"":""dell e2215hv"",""labels"":[""PROUCT_NAME""]},{""start"":51,""end"":58,""text"":""600000 "",""labels"":[""PRICE""]},{""start"":104,""end"":122,""text"":""trà_tân , lâm_đồng"",""labels"":[""LOCATION""]}]",13.96,"Em pass màn dell e2215hv hoạt_động bình_thường giá 600000 ạ gần tết r nên chỉ gdtt tại nhà thôi ạ , e ở trà_tân , lâm_đồng mới ạ",2026-02-23T10:34:12.454043Z
99,1,2026-02-23T10:34:26.471465Z,99,"[{""start"":0,""end"":4,""text"":""Màn "",""labels"":[""PROUCT_TYPE""]},{""start"":4,""end"":8,""text"":""edra"",""labels"":[""PROUCT_NAME""]},{""start"":77,""end"":84,""text"":""950000 "",""labels"":[""PRICE""]},{""start"":89,""end"":93,""text"":""hcm "",""labels"":[""LOCATION""]}]",13.64,"Màn edra 22 in 100hz likenew nobox , còn bh chính hãng 12 tháng , pass nhanh 950000 , gd hcm ib",2026-02-23T10:34:26.471465Z
100,1,2026-02-23T10:34:51.141379Z,100,"[{""start"":0,""end"":8,""text"":""MÀN_HÌNH"",""labels"":[""PROUCT_TYPE""]},{""start"":63,""end"":74,""text"":""DELL E2016H"",""labels"":[""PROUCT_NAME""]},{""start"":89,""end"":93,""text"":""300k"",""labels"":[""PRICE""]},{""start"":313,""end"":347,""text"":""Nguyễn_Huy_Tưởng - Thanh_Xuân - HN"",""labels"":[""LOCATION""]}]",24.248,"MÀN_HÌNH Màn_AOC 22 inch full HD gãy chân , k lên điện100k Màn_DELL E2016H có 1 sọc ngang300k Màn_HKC NB27C2 27 inch 144hz1550k Màn_Viewsonic_VA 2419 - SH 24 IPS fullbox1300k Màn_AOC 24B2XHM 24 inch VA 75Hz1200k Màn_Edra 24 inch IPS 100hz new1350k Màn K-VISION 24 inch 75hz thiếu chân , vỡ tí nhựa góc 750000 vnd Nguyễn_Huy_Tưởng - Thanh_Xuân - HN",2026-02-23T10:34:51.141379Z
101,1,2026-02-23T10:35:06.639049Z,101,"[{""start"":0,""end"":4,""text"":""Tivi"",""labels"":[""PROUCT_TYPE""]},{""start"":5,""end"":21,""text"":""Sony 65X86J 4000"",""labels"":[""PROUCT_NAME""]},{""start"":106,""end"":114,""text"":""8683888 "",""labels"":[""PRICE""]},{""start"":134,""end"":136,""text"":""HN"",""labels"":[""LOCATION""]}]",15.109,Tivi_Sony 65X86J 4000 goôgle tv đk giọng nói máy đẹp chính hãng bảo_hành 6 tháng . Giá khai xuân chỉ hnay 8683888 vnd Free vc lắp_đặt HN,2026-02-23T10:35:06.639049Z
102,1,2026-02-23T10:35:19.460801Z,102,"[{""start"":11,""end"":16,""text"":""tivi "",""labels"":[""PROUCT_TYPE""]},{""start"":16,""end"":18,""text"":""LG"",""labels"":[""PROUCT_NAME""]},{""start"":86,""end"":94,""text"":""1200000 "",""labels"":[""PRICE""]},{""start"":58,""end"":70,""text"":"" Hòà đức hn "",""labels"":[""LOCATION""]}]",12.46,E thanh_lý tivi LG 43 inch hiển_thị kẻ ngang 1 lúc đen màn Hòà đức hn ae cần ib e Gia 1200000 tất_cả nha ae,2026-02-23T10:35:19.460801Z
103,1,2026-02-23T10:35:33.918600Z,103,"[{""start"":0,""end"":4,""text"":""Tivi"",""labels"":[""PROUCT_TYPE""]},{""start"":5,""end"":20,""text"":""Samsung 55M5503"",""labels"":[""PROUCT_NAME""]},{""start"":136,""end"":145,""text"":""10000000 "",""labels"":[""PRICE""]},{""start"":190,""end"":233,""text"":""Trương_Định - Giáp_Bát - Hoàng_Mai - Hà_Nội"",""labels"":[""LOCATION""]}]",14.044,"Tivi_Samsung 55M5503 ( 55inch ) smartTV Wifi / DVB-T 2 Viền_Siêu mỏng , kiểu máy cực mỏng Vào mạng nhanh khỏẻ mượt Âm_thanh vòm loa hộp 10000000 vnd SĐT : 0976622491 Mr. Thịnh_Zalo_ĐC : 708 Trương_Định - Giáp_Bát - Hoàng_Mai - Hà_Nội ạ",2026-02-23T10:35:33.918600Z
104,1,2026-02-23T10:35:44.822864Z,104,"[{""start"":16,""end"":33,""text"":""sam sung 70RU7200"",""labels"":[""PROUCT_NAME""]},{""start"":337,""end"":345,""text"":""1200000 "",""labels"":[""PRICE""]},{""start"":261,""end"":264,""text"":""HN "",""labels"":[""LOCATION""]}]",10.532,"E còn 1 mã 70in sam sung 70RU7200 siêu nét đẹp . Full chức_năng giọng nói mà giá 9x bao lắp_đặt HN hôm_nay ạ . Đều là tivi 4000 , hệ_điều_hành androi , smart với đầy_đủ tính_năng đời_mới nhất . Cam_kết tivi tốt chính hãng . Bảo_hành dài Miễn_phí vc lắp_đặt tại HN Giá thanh_lý nghỉ tết siêu sốc 0982999372 ( Cầu Diễn - Hà_Nội ) . Zá chỉ 1200000 vnd",2026-02-23T10:35:44.822864Z
105,1,2026-02-23T10:36:08.208322Z,105,"[{""start"":0,""end"":4,""text"":""Tivi"",""labels"":[""PROUCT_TYPE""]},{""start"":5,""end"":35,""text"":""Sony 43inch Smart_Android_Tivi"",""labels"":[""PROUCT_NAME""]},{""start"":157,""end"":165,""text"":""2700000 "",""labels"":[""PRICE""]},{""start"":194,""end"":248,""text"":""ngõ 619 , số nhà 79 Vũ_Tông_Phan , Thanh_Xuân - Hà_Nội"",""labels"":[""LOCATION""]}]",22.989,"Tivi_Sony 43inch Smart_Android_Tivi vào mạng nhanh , hình_thức đẹp . Đầy_đủ các ứng_dụng giải_trí xem phim , nghe nhạc , Youtube , Netflix , Vtv go Mình bán 2700000 , ai quan_tâm ib nhé Địa_chỉ ngõ 619 , số nhà 79 Vũ_Tông_Phan , Thanh_Xuân - Hà_Nội 0985543415",2026-02-23T10:36:08.208322Z
106,1,2026-02-23T10:36:20.158992Z,106,"[{""start"":0,""end"":19,""text"":""Sony 75in mã 75X86J"",""labels"":[""PROUCT_NAME""]},{""start"":52,""end"":60,""text"":""12trxxx "",""labels"":[""PRICE""]},{""start"":227,""end"":249,""text"":""Lê_Trọng_Tấn - Hà_Đông"",""labels"":[""LOCATION""]}]",11.571,"Sony 75in mã 75X86J . Thay lý nhanh trong chiều nay 12trxxx Độ_phân_giải 4000 , led nền giúp hình_ảnh chân_thực sắc nét . Hệ_điều_hành Google tv Điều_khiển giọng nói Máy đẹp 98 , zin hãng , Bảo_hành 6 tháng toàn máy 0963555221 Lê_Trọng_Tấn - Hà_Đông",2026-02-23T10:36:20.158992Z
107,1,2026-02-23T10:36:29.435155Z,107,"[{""start"":5,""end"":10,""text"":""tivi "",""labels"":[""PROUCT_TYPE""]},{""start"":10,""end"":21,""text"":""Sony 55inch"",""labels"":[""PROUCT_NAME""]},{""start"":56,""end"":64,""text"":""2000000 "",""labels"":[""PRICE""]},{""start"":70,""end"":85,""text"":""21 Lê_Văn_Luong"",""labels"":[""LOCATION""]}]",8.888,"E có tivi Sony 55inch vào mạng ầm_ầm , có 2 sọc nhỏ giá 2000000 . Tại 21 Lê_Văn_Luong",2026-02-23T10:36:29.435155Z
108,1,2026-02-23T10:36:40.365331Z,108,"[{""start"":9,""end"":13,""text"":""TCL "",""labels"":[""PROUCT_NAME""]},{""start"":119,""end"":127,""text"":""1500000 "",""labels"":[""PRICE""]},{""start"":154,""end"":161,""text"":"" hà_nội"",""labels"":[""LOCATION""]}]",10.584,"Thanh_lý TCL 40in ko mạng , tích_hợp đầu t2 cắm enten là xem dc các kênh , mà hình led , rất phù_hợp với các bác , giá 1500000 vào việc alo 0393931319 e ở hà_nội",2026-02-23T10:36:40.365331Z
109,1,2026-02-23T10:36:53.392358Z,109,"[{""start"":0,""end"":4,""text"":""Tivi"",""labels"":[""PROUCT_TYPE""]},{""start"":4,""end"":23,""text"":""_Led_Samsung 32inch"",""labels"":[""PROUCT_NAME""]},{""start"":225,""end"":233,""text"":""1200000 "",""labels"":[""PRICE""]},{""start"":263,""end"":319,""text"":"" ngõ 619 , số nhà 79 Vũ_Tông_Phan , Thanh_Xuân , Hà_Nội "",""labels"":[""LOCATION""]}]",12.701,"Tivi_Led_Samsung 32inch , tích_hợp Dvb-T 2 Tv hình_thức đẹp , các chức_năng hoạt_động tốt , đầy_đủ các cống , HDMI , AV . Usb_Tivi chưa có mạng , phù_hợp làm camera , màn trình_chiếu hoặc cắm_đầu tivi box đều được . Mình bán 1200000 , ai quan_tâm ib nhé . Địa_chỉ ngõ 619 , số nhà 79 Vũ_Tông_Phan , Thanh_Xuân , Hà_Nội Sdt 0985543415",2026-02-23T10:36:53.392358Z
110,1,2026-02-23T10:37:07.362393Z,110,"[{""start"":0,""end"":8,""text"":""2999000 "",""labels"":[""PRICE""]},{""start"":213,""end"":260,""text"":""708 Trương_Định - Giáp_Bát - Hoàng_Mai - Hà_Nội"",""labels"":[""LOCATION""]},{""start"":17,""end"":29,""text"":""Sony 43W800C"",""labels"":[""PROUCT_NAME""]},{""start"":12,""end"":16,""text"":""Tivi"",""labels"":[""PROUCT_TYPE""]}]",13.585,"2999000 vnd Tivi_Sony 43W800C ( 43 inch ) 3D Adroind 8.0 Wifi / DVB-T 2 Tần_số quét 800Hz chuyển_động cực nhanh Viền siêu mỏng hợp_kim loại Vào mạng nhanh khoe , full ứng_dụng SĐT : 0976622491 Mr. Thịnh_Zalo_ĐC : 708 Trương_Định - Giáp_Bát - Hoàng_Mai - Hà_Nội ạ",2026-02-23T10:37:07.362393Z
111,1,2026-02-23T10:37:32.530560Z,111,"[{""start"":38,""end"":52,""text"":""Sony 43X8000E "",""labels"":[""PROUCT_NAME""]},{""start"":33,""end"":37,""text"":""Tivi"",""labels"":[""PROUCT_TYPE""]},{""start"":176,""end"":181,""text"":""4000 "",""labels"":[""PRICE""]},{""start"":214,""end"":261,""text"":""708 Trương_Định - Giáp_Bát - Hoàng_Mai - Hà_Nội"",""labels"":[""LOCATION""]}]",24.77,"Sony 4000 Màn_Mới 2026 - 4300000 Tivi_Sony 43X8000E ( 43 inch ) New 98,89 4000 Android 9.0 Wifi / DVB-T 2 Viền_Hợp_Kim_Loại Cao_Cấp Vào mạng nhanh , Ảnh đẹp nét căng Phân_Khúc 4000 Cao_Cấp Giá rẻ 1/3 tivi mới ĐC : 708 Trương_Định - Giáp_Bát - Hoàng_Mai - Hà_Nội ạ",2026-02-23T10:37:32.530560Z
112,1,2026-02-23T10:37:48.182659Z,112,"[{""start"":40,""end"":50,""text"":""LG 49LF630"",""labels"":[""PROUCT_NAME""]},{""start"":34,""end"":39,""text"":"" Tivi"",""labels"":[""PROUCT_TYPE""]},{""start"":23,""end"":31,""text"":""4500000 "",""labels"":[""PRICE""]},{""start"":236,""end"":284,""text"":"" 708 Trương_Định - Giáp_Bát - Hoàng_Mai - Hà_Nội"",""labels"":[""LOCATION""]}]",15.32,"Màn mới_tinh Xả_Rẻ_Nốt 4500000 vnd Tivi_LG 49LF630 ( 49 inch ) SmartTV_Wifi , KTS DVB-T 2 Viền siêu mỏng , kiểu máy mỏng Viền hợp_kim Mạng vào nhanh khoẻ mượt Âm_thanh vòm cực to Hình_ảnh nét mịn rực ảnh Màn mới_tinh 100 Nguyên Siu_ĐC : 708 Trương_Định - Giáp_Bát - Hoàng_Mai - Hà_Nội ạ",2026-02-23T10:37:48.182659Z
113,1,2026-02-23T10:38:06.172425Z,113,"[{""start"":0,""end"":4,""text"":""Tivi"",""labels"":[""PROUCT_TYPE""]},{""start"":5,""end"":20,""text"":""Led_Sony 32inch"",""labels"":[""PROUCT_NAME""]},{""start"":222,""end"":230,""text"":""1300000 "",""labels"":[""PRICE""]},{""start"":264,""end"":315,""text"":"" 619 , số nhà 79 Vũ_Tông_Phan , Thanh_Xuân , Hà_Nội"",""labels"":[""LOCATION""]}]",17.547,"Tivi_Led_Sony 32inch , tích_hợp Dvb-T 2 Tv hình_thức đẹp , các chức_năng hoạt_động tốt , đầy_đủ các cổng , HDMI , AV . Usb_Tivi chưa có mạng , phù_hợp làm camera , màn trình_chiếu hoặc cắm_đầu tivi box đều được . Mình bán 1300000 , ai quan_tâm ib nhé . Địa_chỉ ngõ 619 , số nhà 79 Vũ_Tông_Phan , Thanh_Xuân , Hà_Nội Sdt 0985543415",2026-02-23T10:38:06.172425Z
114,1,2026-02-23T10:38:18.642267Z,114,"[{""start"":0,""end"":22,""text"":""Bắc_Thăng_Long Hà Nội "",""labels"":[""LOCATION""]},{""start"":26,""end"":31,""text"":""tivi "",""labels"":[""PROUCT_TYPE""]},{""start"":31,""end"":35,""text"":""Sony"",""labels"":[""PROUCT_NAME""]},{""start"":55,""end"":63,""text"":""1300000 "",""labels"":[""PRICE""]}]",12.093,Bắc_Thăng_Long Hà Nội bán tivi Sony 40 inch k mạng giá 1300000 . Đt 0336659489,2026-02-23T10:38:18.642267Z
115,1,2026-02-23T10:38:56.175806Z,115,"[{""start"":34,""end"":38,""text"":""Tivi"",""labels"":[""PROUCT_TYPE""]},{""start"":39,""end"":55,""text"":""Samsung 58TU7000"",""labels"":[""PROUCT_NAME""]},{""start"":184,""end"":188,""text"":""4000"",""labels"":[""PRICE""]},{""start"":198,""end"":245,""text"":""708 Trương_Định - Giáp_Bát - Hoàng_Mai - Hà_Nội"",""labels"":[""LOCATION""]}]",37.086,"Xả_Rẻ_Banh_Nóc cho AE 3999000 vnd Tivi_Samsung 58TU7000 ( 58inch ) New 98,89 4000 SmartTV_Wifi / DVB-T 2 Mẫu tràn viền , Siêu mỏng cao_cấp Vào mạng nhanh khoẻ mượt luôn ạ Âm_Thanh Vòm 4000 Cực_Chất 708 Trương_Định - Giáp_Bát - Hoàng_Mai - Hà_Nội ạ",2026-02-23T10:38:56.175806Z
116,1,2026-02-23T10:39:10.530310Z,116,"[{""start"":0,""end"":4,""text"":""Tivi"",""labels"":[""PROUCT_TYPE""]},{""start"":5,""end"":16,""text"":""Sony 32inch"",""labels"":[""PROUCT_NAME""]},{""start"":108,""end"":116,""text"":""1000000 "",""labels"":[""PRICE""]},{""start"":209,""end"":253,""text"":""số nhà 79 Vũ_Tông_Phan , Thanh_Xuân , Hà_Nội"",""labels"":[""LOCATION""]}]",13.952,"Tivi_Sony 32inch , hình_thức đẹp , các chức_năng hoạt_động tốt , đầy_đủ các cổng Vga , HDMI , AV . Mình bán 1000000 , ai quan_tâm ib nhé Tivi chưa có mạng , ai muốn vào mạng mua thêm đầu box Địa_chỉ ngõ 619 , số nhà 79 Vũ_Tông_Phan , Thanh_Xuân , Hà_Nội Sdt 0985543415",2026-02-23T10:39:10.530310Z
117,1,2026-02-23T10:39:23.324864Z,117,"[{""start"":0,""end"":5,""text"":""Ti_vi"",""labels"":[""PROUCT_TYPE""]},{""start"":13,""end"":26,""text"":""sam sung Qlel"",""labels"":[""PROUCT_NAME""]},{""start"":123,""end"":131,""text"":""5000000 "",""labels"":[""PRICE""]},{""start"":160,""end"":189,""text"":""quỳnh côi quynh phụ thái_bình"",""labels"":[""LOCATION""]}]",12.329,"Ti_vi 50inch sam sung Qlel nguyên_bản khiển giọng nói ảnh đẹp , đầy_đủ phụ_kiện vào mạng nhanh , ứng_dụng đầy_đủ . Giá hơn 5000000 tí ạ Zalo 0389151358 Đ / c : quỳnh côi quynh phụ thái_bình ( cũ )",2026-02-23T10:39:23.324864Z
118,1,2026-02-23T10:39:34.816473Z,118,"[{""start"":4,""end"":9,""text"":""tivi "",""labels"":[""PROUCT_TYPE""]},{""start"":29,""end"":36,""text"":""900000 "",""labels"":[""PRICE""]},{""start"":110,""end"":126,""text"":""hoàng_mai Hà_Nội"",""labels"":[""LOCATION""]}]",11.085,"Tly tivi 55 inh sam sung giá 900000 bắt mạng YouTube , phụ_kiện có dây nguồn điều khiến máy như ảnh đc yên sở hoàng_mai Hà_Nội e bán tại nhà k ship sdt 0388452588",2026-02-23T10:39:34.816473Z
119,1,2026-02-23T10:39:50.696071Z,119,"[{""start"":4,""end"":34,""text"":""Smart_Tivi 40inh Hãng SamSung "",""labels"":[""PROUCT_NAME""]},{""start"":291,""end"":299,""text"":""2000000 "",""labels"":[""PRICE""]},{""start"":276,""end"":282,""text"":""Hà_Nội"",""labels"":[""LOCATION""]}]",15.488,"Bán_Smart_Tivi 40inh Hãng SamSung hình_ảnh đẹp sắc nét , kết_nối Wifi mạng nhanh , kết_nối điện_thoại và Bluetooth hát_hò , xem YouTube và truyền_hình Tivi miễn_phí ko mất tiền thuê_bao , có ship mọi miền tổ_quốc ạh , nhận hàng kiểm_tra rồi mới thanh_toán tiền cho ship , e ở Hà_Nội , e bán 2000000 . 0989901952",2026-02-23T10:39:50.696071Z
120,1,2026-02-23T10:40:06.911549Z,120,"[{""start"":14,""end"":22,""text"":""3999000 "",""labels"":[""PRICE""]},{""start"":27,""end"":37,""text"":""LG 43UN721"",""labels"":[""PROUCT_NAME""]},{""start"":22,""end"":26,""text"":""Tivi"",""labels"":[""PROUCT_TYPE""]},{""start"":281,""end"":288,""text"":""Hà_Nội "",""labels"":[""LOCATION""]}]",15.844,"Đẹp_Sang - Rẻ 3999000 Tivi_LG 43UN721 ( 43 inch ) New 99 Date 2022 4000 SmartTV_Wifi / DVB-T 2 Viền siêu mỏng , nguyên nilon viền Hệ_điều_hành Webos 6.0 Siêu_Mượt_Cực_Khoẻ Full_Apps hỗ_trợ A-Z truyền_hình miễn_phí Âm_thanh vòm 4000 MAX PHÊ 708 Trương_Định - Giáp_Bát - Hoàng_Mai - Hà_Nội ạ",2026-02-23T10:40:06.911549Z
121,1,2026-02-23T15:03:50.229463Z,121,"[{""start"":28,""end"":40,""text"":""LG 49UK6320 "",""labels"":[""PROUCT_NAME""]},{""start"":22,""end"":27,""text"":"" Tivi"",""labels"":[""PROUCT_TYPE""]},{""start"":15,""end"":23,""text"":""3700000 "",""labels"":[""PRICE""]},{""start"":255,""end"":261,""text"":""Hà_Nội"",""labels"":[""LOCATION""]}]",15822.924,"Rẻ_Bèo cho Aer 3700000 Tivi_LG 49UK6320 ( 49 inch ) New 98,89 4000 SmartTV_Wifi / DVB-T 2 Viền siêu mỏng , Kiểu máy mỏng Vào mạng nhanh khoẻ mượt Full_Apps hỗ_trợ A-Z truyền_hình miễn_phí Âm_thanh vòm 4000 MAX PHÊ 708 Trương_Định - Giáp_Bát - Hoàng_Mai - Hà_Nội ạ",2026-02-23T15:03:50.229463Z
122,1,2026-02-23T15:04:15.791953Z,122,"[{""start"":24,""end"":29,""text"":""ti_vi"",""labels"":[""PROUCT_TYPE""]},{""start"":37,""end"":41,""text"":""Sony"",""labels"":[""PROUCT_NAME""]},{""start"":119,""end"":127,""text"":""3500000 "",""labels"":[""PRICE""]},{""start"":153,""end"":182,""text"":""quỳnh côi quỳnh phu thái_bình"",""labels"":[""LOCATION""]}]",25.149,"Khách nhờ em TL giúp em ti_vi 49inch Sony , máy nguyên_bản hoạt_động tốt , phụ_kiện đầy_đủ có ship có bảo_hành . Giá : 3500000 Zalo : 0389151358 Đ / c : quỳnh côi quỳnh phu thái_bình ( cũ )",2026-02-23T15:04:15.791953Z
123,1,2026-02-23T15:04:29.907244Z,123,"[{""start"":4,""end"":9,""text"":""tivi "",""labels"":[""PROUCT_TYPE""]},{""start"":9,""end"":20,""text"":""55inch sony"",""labels"":[""PROUCT_NAME""]},{""start"":27,""end"":35,""text"":""4400000 "",""labels"":[""PRICE""]},{""start"":145,""end"":176,""text"":""ngo 333 lâm du long_biên hà_nội"",""labels"":[""LOCATION""]}]",13.764,Bán tivi 55inch sony . Giá 4400000 Tivi còn rất mới hoạt_động tốt Đầy_đủ chức_năng . Kết_nối wifi . Hình_ảnh đẹp Có ship nắp đặt tại hà_nội Dc : ngo 333 lâm du long_biên hà_nội Sđt zalo : 0963989638,2026-02-23T15:04:29.907244Z
124,1,2026-02-23T15:04:47.656646Z,124,"[{""start"":9,""end"":14,""text"":""TIVI "",""labels"":[""PROUCT_TYPE""]},{""start"":28,""end"":40,""text"":""sony 55x86j "",""labels"":[""PROUCT_NAME""]},{""start"":44,""end"":52,""text"":""7500000 "",""labels"":[""PRICE""]},{""start"":171,""end"":177,""text"":""Hà_nội"",""labels"":[""LOCATION""]}]",17.339,THANH_LÝ TIVI LƯỚT NGHỈ TẾT sony 55x86j giá 7500000 sony 55x90j giá 8000000 sony 65x9500H giá 10800000 sony 65x86j giá 9800000 sony 65x90k giá 11 sony 75x90J giá 15500000 Hà_nội e pass tivi sony chạy tốt máy 4000 khiển giọng nói new 98 có bảo_hành . Lh : 0972291680,2026-02-23T15:04:47.656646Z
125,1,2026-02-23T15:05:01.620105Z,125,"[{""start"":0,""end"":13,""text"":""Sony 43 smat "",""labels"":[""PROUCT_NAME""]},{""start"":43,""end"":51,""text"":""2700000 "",""labels"":[""PRICE""]},{""start"":92,""end"":109,""text"":"" đông_anh hà_nội "",""labels"":[""LOCATION""]}]",13.529,Sony 43 smat nguyên zin mạng chạy mượt giá 2700000 ko bớt vì quá đẹp vào việc alo 0393931319 đông_anh hà_nội ạ,2026-02-23T15:05:01.620105Z
126,1,2026-02-23T15:05:30.918585Z,126,"[{""start"":50,""end"":58,""text"":""LG 4000 "",""labels"":[""PROUCT_NAME""]},{""start"":211,""end"":219,""text"":""4500000 "",""labels"":[""PRICE""]},{""start"":154,""end"":170,""text"":""cầu_giấy mỹ_đình"",""labels"":[""LOCATION""]}]",28.884,21 âm_lịch rồi bà_con . Sale duy_nhất 1 em 55inch LG 4000 màn zin mới_cứng ảnh trong_vắt wifi chuột bay các kiểu luôn ạ tiện đường công_tác quanh khu_vực cầu_giấy mỹ_đình em ship luôn trong ngày ạ giá công_khai 4500000 . 0917756696,2026-02-23T15:05:30.918585Z
127,1,2026-02-23T15:05:42.409958Z,127,"[{""start"":83,""end"":91,""text"":""5000000 "",""labels"":[""PRICE""]},{""start"":115,""end"":140,""text"":""Tây mỗ , nam từ_liêm , hn"",""labels"":[""LOCATION""]},{""start"":11,""end"":19,""text"":""samsung "",""labels"":[""PROUCT_NAME""]}]",11.068,"Còn mỗi em samsung này cần bán . Máy đẹp ko lỗi_lầm gì , bảo_hành đầy_đủ Giá : hơn 5000000 Alo 0369755987 ( zalo ) Tây mỗ , nam từ_liêm , hn",2026-02-23T15:05:42.409958Z
128,1,2026-02-23T15:05:58.138244Z,128,"[{""start"":4,""end"":21,""text"":""Smart_Tivi 40inh "",""labels"":[""PROUCT_NAME""]},{""start"":291,""end"":299,""text"":""2000000 "",""labels"":[""PRICE""]},{""start"":276,""end"":283,""text"":""Hà_Nội "",""labels"":[""LOCATION""]}]",15.313,"Bán_Smart_Tivi 40inh Hãng SamSung hình_ảnh đẹp sắc nét , kết_nối Wifi mạng nhanh , kết_nối điện_thoại và Bluetooth hát_hò , xem YouTube và truyền_hình Tivi miễn_phí ko mất tiền thuê_bao , có ship mọi miền tổ_quốc ạh , nhận hàng kiểm_tra rồi mới thanh_toán tiền cho ship , e ở Hà_Nội , e bán 2000000 . 0989901952",2026-02-23T15:05:58.138244Z
129,1,2026-02-23T15:06:08.439227Z,129,"[{""start"":4,""end"":18,""text"":""Qled_Xiaomi 32"",""labels"":[""PROUCT_NAME""]},{""start"":97,""end"":105,""text"":""3000000 "",""labels"":[""PRICE""]},{""start"":106,""end"":119,""text"":"" Long_Biên HN"",""labels"":[""LOCATION""]}]",9.918,"Bán_Qled_Xiaomi 32 ( quốc quốc_tế ) mới mua ở xã đàn Do người_lớn k biết dùng smart TV Mua 4 bán 3000000 , Long_Biên HN",2026-02-23T15:06:08.439227Z
130,1,2026-02-23T15:06:25.224810Z,130,"[{""start"":36,""end"":53,""text"":""Samsung 50TU7000 "",""labels"":[""PROUCT_NAME""]},{""start"":30,""end"":35,""text"":"" Tivi"",""labels"":[""PROUCT_TYPE""]},{""start"":19,""end"":27,""text"":""5500000 "",""labels"":[""PRICE""]},{""start"":306,""end"":325,""text"":""Hoàng_Mai - Hà_Nội "",""labels"":[""LOCATION""]}]",16.453,"Man_Mới_Keng 2026 -5500000 vnd Tivi_Samsung 50TU7000 ( 50inch ) New 99,9 4000 SmartTV_Wifi / DVB-T 2 Mẫu tràn viền , Siêu mỏng cao_cấp Màn mới_tinh 100 Zin_Đét_Vào mạng Siêu_Nhanh_Mượt_Âm thanh vòm 4000 Cực_Chất_Call : 0942654321 Mr. Thịnh_SĐT : 0976622491 Mr. Thịnh_Zalo_ĐC : 708 Trương_Định - Giáp_Bát - Hoàng_Mai - Hà_Nội ạ",2026-02-23T15:06:25.224810Z
131,1,2026-02-23T15:06:37.506360Z,131,"[{""start"":32,""end"":48,""text"":""Samsung 49MU6400"",""labels"":[""PROUCT_NAME""]},{""start"":27,""end"":31,""text"":""Tivi"",""labels"":[""PROUCT_TYPE""]},{""start"":15,""end"":23,""text"":""3800000 "",""labels"":[""PRICE""]},{""start"":320,""end"":328,""text"":"" Hà_Nội "",""labels"":[""LOCATION""]}]",11.867,"Ngon - Bổ - Rẻ 3800000 vnd Tivi_Samsung 49MU6400 ( 49inch ) New 98,89 4000 SmartTV_Wifi / DVB-T 2 Viền_Siêu mỏng hợp_kim loại cao_cấp Vào mạng nhanh khoẻ mượt Âm_thanh vòm 4000 Cực_Hay_Hình ảnh nét căng mịn rực ảnh Call : 0942654321 Mr. Thịnh_SĐT : 0976622491 Mr. Thịnh_Zalo_ĐC : 708 Trương_Định - Giáp_Bát - Hoàng_Mai - Hà_Nội ạ",2026-02-23T15:06:37.506360Z
132,1,2026-02-23T15:06:53.219380Z,132,"[{""start"":32,""end"":36,""text"":""Tivi"",""labels"":[""PROUCT_TYPE""]},{""start"":20,""end"":28,""text"":""4300000 "",""labels"":[""PRICE""]},{""start"":37,""end"":53,""text"":""Samsung 43TU7000"",""labels"":[""PROUCT_NAME""]},{""start"":191,""end"":239,""text"":""708 Trương_Định - Giáp_Bát - Hoàng_Mai - Hà_Nội "",""labels"":[""LOCATION""]}]",15.273,"Màn_Mới_Keng 2026 - 4300000 vnd Tivi_Samsung 43TU7000 ( 43 inch ) New 99,999 4000 SmartTV_Wifi / DVB-T 2 Mẫu tràn viền , Siêu mỏng cao_cấp Vào mạng nhanh khoẻ mượt Âm_thanh vòm 4000 Cực_Khoe 708 Trương_Định - Giáp_Bát - Hoàng_Mai - Hà_Nội ạ",2026-02-23T15:06:53.219380Z
133,1,2026-02-23T15:07:06.204401Z,133,"[{""start"":4,""end"":9,""text"":""ti_vi"",""labels"":[""PROUCT_TYPE""]},{""start"":10,""end"":18,""text"":""LG 49 in"",""labels"":[""PROUCT_NAME""]},{""start"":35,""end"":43,""text"":""2500000 "",""labels"":[""PRICE""]},{""start"":45,""end"":57,""text"":""Hoàng_mai hn"",""labels"":[""LOCATION""]}]",12.623,"Bán ti_vi LG 49 in , có mạng , giá 2500000 , Hoàng_mai hn .",2026-02-23T15:07:06.205382Z
134,1,2026-02-23T15:07:25.850655Z,134,"[{""start"":0,""end"":4,""text"":""Tivi"",""labels"":[""PROUCT_TYPE""]},{""start"":5,""end"":27,""text"":""Sony 32inch Smart_Tivi"",""labels"":[""PROUCT_NAME""]},{""start"":142,""end"":150,""text"":""1800000 "",""labels"":[""PRICE""]},{""start"":189,""end"":233,""text"":""số nhà 79 Vũ_Tông_Phan , Thanh_Xuân - Hà_Nội"",""labels"":[""LOCATION""]}]",19.253,"Tivi_Sony 32inch Smart_Tivi vào mạng tốt , hình_thức đẹp . Đầy_đủ các ứng_dụng giải_trí xem phim , nghe nhạc , Youtube , Netflix ... Mình bán 1800000 , ai quan_tâm ib nhé Địa_chỉ ngõ 619 , số nhà 79 Vũ_Tông_Phan , Thanh_Xuân - Hà_Nội . 0985543415",2026-02-23T15:07:25.850655Z
